Field ID,Season,Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,ag3a_02_1,ag3a_02_2,ag3a_02_3,ag3a_03,ag3a_03_other,ag3a_04,ag3a_05,ag3a_06,ag3a_07,ag3a_08_1,ag3a_08_2,ag3a_09,ag3a_10,ag3a_10_other,ag3a_11,ag3a_11_other,ag3a_12,ag3a_13,ag3a_14,ag3a_14_other,ag3a_15,ag3a_16,ag3f_33_17,ag3a_18,ag3a_18b,ag3a_18b_other,ag3a_18c,ag3a_18c_other,ag3a_19,ag3a_20,ag3a_21,ag3a_22,ag3a_23,ag3a_24,ag3a_24_other,ag3a_25,ag3a_26,ag3a_27,ag3a_28,ag3a_29,ag3a_29_other,ag3a_30,ag3a_31,ag3a_32,ag3a_33,ag3a_34,ag3a_34_other,ag3a_35_1,ag3a_35_2,ag3a_61,ag3a_38_1,ag3a_38_2,ag3a_38_21,ag3a_38_3,ag3a_38_4,ag3a_38_5,ag3a_38_51,ag3a_38_6,ag3a_38_61,ag3a_38_62,ag3a_38_63,ag3a_38_64,ag3a_38_7,ag3a_38_8,ag3a_38_81,ag3a_38_9,fd33_18a_1,fd33_18a_2,fd33_18a_3,fd33_18a_4,fd33_18a_5,fd33_18a_6,fd33_18a_7,fd33_18a_8,fd35_24a_dap,fd35_24a_urea,fd35_24a_tsp,fd35_24a_can,fd35_24a_sa,fd35_24a_npk,fd35_24a_mrp,fd3b3_18a_1,fd3b3_18a_2,fd3b3_18a_3,fd3b3_18a_4,fd3b3_18a_5,fd3b3_18a_6,fd3b3_18a_7,fd3b3_18a_8,fd3b5a_24a_dap,fd3b5a_24a_urea,fd3b5a_24a_tsp,fd3b5a_24a_can,fd3b5a_24a_sa,fd3b5a_24a_npk,fd3b5a_24a_mrp
M2,long_rainy,RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",io6UuTdM1Q3,2016-01-20T00:00:00Z,2.0,2.0,2.0,1,,,31,1,1,1,4,2,,,,,,2000000.0,1,,1,1,1,1,2,,,,500.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,short_rainy,RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",nkB43h7a3u6,2016-04-22T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,3,3,,4800,2,,,3200.0,,,,,1,1,,4200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,short_rainy,RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",5FTsNB6cw66,2016-08-25T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,f,f,f,f,f,f,f,,,,,,,,,f,f,f,f,f,f,f
M1,long_rainy,RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",HbRbhAKMLv3,2015-10-09T00:00:00Z,0.25,3.0,0.005,1,,,71b,1,2,,,2,,,,,,1000000.0,1,,1,1,1,1,2,,,,2000.0,2,,,2,,,,,,,,,,,,2,,,,,,10,5,,13000,12,,,9600.0,12,,,9600.0,3,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,short_rainy,RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",c2cooWnTEh2,2015-10-13T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,400.0,1,400.0,5000.0,2,,,,,,,,,,,,2,,,,,,1,3,,9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,short_rainy,RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",J2FX8wXV8S9,2016-07-26T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,short_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",MsBreaQuEcA,2016-01-15T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,600.0,2,,,1,NPK,,6.0,1,2400.0,1,UREA,,3.0,1,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,long_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",TWGYiMEN9K3,2016-12-02T00:00:00Z,0.02,0.1,2.0,1,,,11,3,1,2,4,2,,,,,,200000.0,1,,7,,1,2,,,,,,,,,1,DAP,,1.0,2,500.0,1,UREA,,1.0,1,500.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",mE3oDzqBqu4,2016-08-11T00:00:00Z,0.1,0.0,8.0,1,,,31,2,1,2,,2,,,,,,600000.0,1,,1,1,1,1,2,,,,100.0,2,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,t,,,,,,,f,f,f,f,f,f,f,,,,,,,,,f,f,f,f,f,f,f
M3,long_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",TEgeq116YW6,2015-12-10T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,long_rainy,RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",vvZZdLufJK3,2016-07-19T00:00:00Z,0.7,0.05,5.0,1,,,31,2,2,,,2,,,,,,150000.0,1,,1,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",jT3NCQFGuW8,2016-02-08T00:00:00Z,0.1,3.1,5.1,1,,,23,2,1,2,4,2,,,,,,150000.0,1,,1,1,1,1,2,,,,800.0,2,,,2,,,,,,,,,,,,1,3,,1.0,1,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",JM2DWViH8L8,2016-01-29T00:00:00Z,0.005,2.0,2.0,1,,,31,2,1,2,4,2,,,,,,200000.0,1,,1,1,1,1,2,,,,500.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",bsDhjVrvZ8B,2016-07-12T00:00:00Z,0.5,0.2,4.0,1,,,13,2,1,2,,2,,,,,,500000.0,1,,1,1,1,1,2,,,,100.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",YDokUMGBos2,2016-02-05T00:00:00Z,0.0,0.08,15.0,1,,,31,2,1,2,,2,,,,,,100000.0,1,,1,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,1,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",nkB43h7a3u6,2016-04-22T00:00:00Z,0.005,1.0,1.0,1,,,23,2,2,,,2,,,,,,2000000.0,1,,1,1,1,1,2,,,,1000.0,1,750.0,12000.0,1,UREA,,35.0,2,15000.0,2,,,,,,1,2,,100.0,3,1000.0,3,3,,4800,2,,,3200.0,1,1,,1600.0,1,1,,4800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M4,short_rainy,RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",R9DTr4peJNA,2015-11-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,100.0,2,,,1,NPK,,2.0,1,700.0,1,UREA,,2.0,1,500.0,2,,,,,,2,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",dVN9QRTY6b4,2015-11-12T00:00:00Z,1.0,0.05,10.0,1,,,43,3,1,2,4,2,,,,,,50000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",Wj18gYU55E5,2016-08-12T00:00:00Z,0.005,0.005,3.0,1,,,31,1,1,4,,2,,,,,,150000.0,1,,1,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,f,f,f,f,f,f,f,,,,,,,,,f,f,f,f,f,f,f
M2,short_rainy,RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",AoyYjSvsgJA,2016-03-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,100.0,2,,,2,,,,,,,,,,,,2,,,,,,1,,,700,,,,,,1,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,short_rainy,RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",am7bPMj2uA,2016-04-29T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,2,2,,24000.0,,,,,10,10,,88000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M4,short_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",QUACw1VqWL2,2015-11-17T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,NPK,,50.0,1,20000.0,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",m6KCw7ZxQ47,2015-10-22T00:00:00Z,0.22,4.0,0.015,1,,,23,2,2,,,2,,,,,,150000.0,1,,7,1,1,1,2,,,,200.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M4,long_rainy,RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",z7c7QHaTTe7,2016-05-27T00:00:00Z,0.08,0.095,3.0,1,,,52,1,2,,,2,,,,,,400000.0,1,,1,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,1,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",bdXeZG9z586,2016-02-13T00:00:00Z,0.0,0.01,3.0,1,,,31,3,1,2,4,2,,,,,,100000.0,1,,1,1,1,1,2,,,,600.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,short_rainy,RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",iGeYWScB9G8,2016-04-26T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,short_rainy,RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",DEfS8gcomk3,2016-02-29T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,400.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M5,short_rainy,RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",bdXeZG9z586,2016-02-13T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,NPK,,150.0,1,20250.0,2,,,,,,2,,,,,,,,,15400,,15400,,,,,,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M4,short_rainy,RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",voQqwNL5SR4,2016-03-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",gtdvY5R76A5,2016-01-27T00:00:00Z,0.003,1.0,1.0,1,,,11,2,1,2,4,2,,,,,,50000.0,1,,1,1,1,1,2,,,,25.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",cZWWUyRwuTA,2016-01-16T00:00:00Z,0.01,0.06,2.0,1,,,22,2,1,2,,2,,,,,,800000.0,1,,1,1,1,1,2,,,,1200.0,2,,,2,,,,,,,,,,,,2,,,,,,10,,,5000,,,,,10,,,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,short_rainy,RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",EJpjhf8ixG7,2016-02-13T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,150.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",voQqwNL5SR4,2016-03-03T00:00:00Z,0.0,0.03,3.0,1,,,23,2,2,,,2,,,,,,1000000.0,1,,1,1,1,1,2,,,,2000.0,2,,,1,NPK,,25.0,2,13500.0,1,DAP,,25.0,2,10500.0,1,1,,2.0,1,6000.0,1,1,0,6400,1,0,0,3200.0,0,2,0,7000.0,0,1,0,3200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",UVBzkFMeZz9,2016-07-25T00:00:00Z,0.03,0.1,2.0,1,,,31,1,2,,,2,,,,,,150000.0,1,,1,1,1,1,2,,,,400.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",Nq4M7PWJPS,2015-12-04T00:00:00Z,0.009,0.1,8.0,1,,,22,2,1,2,4,2,,,,,,200000.0,1,,7,1,1,1,1,,2,2,800.0,2,,,1,TSP,,2.0,1,1300.0,2,,,,,,1,3,,75.0,1,125.0,2,1,,2600,3,0,,2400.0,1,1,,1800.0,1,1,,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",vC1xGx4WFW,2016-08-12T00:00:00Z,0.08,0.015,5.08,1,,,12,1,1,7,,2,,,,,,800000.0,1,,1,1,1,1,2,,,,1500.0,2,,,1,UREA,,15.0,2,7200.0,1,NPK,,5.0,2,2100.0,1,1,,100.0,3,500.0,2,2,0,2800,0,5,0,3500.0,0,0,0,0.0,2,2,0,4200.0,,t,,,,,,,f,t,f,f,f,t,f,,,,,,,,,f,t,f,f,f,t,f
M3,short_rainy,RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",z7c7QHaTTe7,2016-05-27T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,1200.0,1,1200.0,21000.0,1,NPK,,25.0,2,9500.0,2,,,,,,1,1,,0.5,1,600.0,1,,,2100,1,,,700.0,,1,,1000.0,1,,,2100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,short_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",9upFZJLCfM2,2016-01-12T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,800.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,short_rainy,RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",xcxoHDFasQA,2016-01-28T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,450.0,2,,,2,,,,,,,,,,,,2,,,,,,8,4,,9600,9,,,5400.0,4,2,,4200.0,,1,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",iGeYWScB9G8,2016-04-26T00:00:00Z,0.16,0.2,3.0,1,,,23,1,1,4,,2,,,,,,1400000.0,1,,1,1,1,1,2,,,,1000.0,2,,,1,NPK,,50.0,1,27500.0,2,,,,,,1,1,,5.0,1,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,short_rainy,RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",rYhbEL7oXj9,2016-07-26T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",29hZgxCQpf4,2016-07-12T00:00:00Z,0.1,0.08,5.0,1,,,13,2,1,2,,2,,,,,,200000.0,1,,1,1,1,1,2,,,,500.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,2,,2000.0,,,,,1,1,,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,short_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",mDLfcyhvBu,2016-01-12T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,300.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,short_rainy,RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",AvkkCXoYrg8,2016-10-16T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,200.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,short_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",2AzeKX3Xdj9,2015-12-11T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,800.0,2,,,1,DAP,,10.0,1,4700.0,1,UREA,,5.0,1,1850.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,short_rainy,RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",yyXhtLq72C2,2016-08-18T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,UREA,,5.0,2,1725.0,2,,,,,,1,1,,10.0,3,600.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,f,t,f,f,f,f,f,,,,,,,,,f,t,f,f,f,f,f
M1,short_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",MsBreaQuEcA,2016-01-15T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,450.0,2,,,1,NPK,,4.0,1,1600.0,1,UREA,,2.0,1,1400.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,long_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",RCuAWjMUBmA,2016-11-21T00:00:00Z,1.0,1.0,9.0,1,,,22,3,1,1,4,2,,,,,,120000.0,1,,7,,1,1,2,,,,400.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,short_rainy,RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",NpVRwZSF9A9,2016-05-16T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,DAP,,15.0,1,0.0,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,short_rainy,RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",bsDhjVrvZ8B,2016-07-12T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,100.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",CnrK9APvaT4,2016-08-15T00:00:00Z,0.003,0.02,7.0,1,,,11,2,1,4,,2,,,,,,350000.0,1,,1,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,f,f,f,f,f,f,f,,,,,,,,,f,f,f,f,f,f,f
M1,short_rainy,RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",io6UuTdM1Q3,2016-01-20T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,300.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",Nq4M7PWJPS,2015-12-04T00:00:00Z,0.015,0.1,8.0,1,,,23,2,1,2,4,2,,,,,,100000.0,1,,7,1,1,1,1,,2,2,400.0,2,,,1,TSP,,1.0,2,650.0,2,,,,,,1,3,,75.0,1,125.0,2,2,,3600,,,,,,,,,1,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,short_rainy,RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",WVpeXYVGNq8,2016-08-15T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,800.0,2,,,2,,,,,,,,,,,,2,,,,,,3,0,0,2100,2,0,0,1400.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,f,f,f,f,f,f,f,,t,,,,,,,f,f,f,f,f,f,f
M1,short_rainy,RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",hXCHXcG2W46,2016-02-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,250.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",rYhbEL7oXj9,2016-07-26T00:00:00Z,0.0,0.02,8.0,1,,,31,2,2,,,2,,,,,,2000000.0,1,,1,1,1,1,2,,,,200.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,short_rainy,RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",dVN9QRTY6b4,2015-11-12T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",Kg7uwpdD4P5,2016-08-13T00:00:00Z,0.2,0.22,6.0,1,,,11,2,2,,,2,,,,,,250000.0,3,,,1,1,1,2,,,,300.0,1,300.0,4000.0,2,,,,,,,,,,,,2,,,,,,0,10,0,6000,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,t,,,,,,,f,f,f,f,f,f,f,,,,,,,,,f,f,f,f,f,f,f
M1,short_rainy,RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",29hZgxCQpf4,2016-07-12T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,1,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M4,short_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",Nq4M7PWJPS,2015-12-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,2,,400.0,2,,,1,TSP,,1.0,2,650.0,2,,,,,,1,3,,75.0,1,125.0,2,3,,3600,2,,,1600.0,1,,,800.0,1,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,short_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",smz4XRTY7G6,2015-12-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M4,short_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",Ag8CWapFXT9,2015-12-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,2,,1200.0,2,,,1,UREA,,6.0,1,4200.0,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,short_rainy,RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",EJpjhf8ixG7,2016-02-13T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,100.0,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,long_rainy,RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",9upFZJLCfM2,2016-01-12T00:00:00Z,0.005,0.01,2.0,1,,,31,3,1,2,4,2,,,,,,100000.0,1,,1,1,1,1,2,,,,400.0,2,,,1,UREA,,1.5,2,900.0,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",d77n4FzyP99,2016-04-26T00:00:00Z,0.0,0.05,3.0,1,,,23,1,2,,,2,,,,,,150000.0,1,,1,1,1,1,2,,,,1000.0,1,1000.0,5000.0,1,NPK,,12.0,1,6240.0,1,DAP,,4.0,1,2000.0,1,1,,0.5,2,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
