"","Field.ID","Season","Country","Partner.Organization","longitude","latitude","Landscape..","Household.ID","Data.entry.date","ag3a_02_1","ag3a_02_2","ag3a_02_3","ag3a_03","ag3a_03_other","ag3a_04","ag3a_05","ag3a_06","ag3a_07","ag3a_08_1","ag3a_08_2","ag3a_09","ag3a_10","ag3a_10_other","ag3a_11","ag3a_11_other","ag3a_12","ag3a_13","ag3a_14","ag3a_14_other","ag3a_15","ag3a_16","ag3f_33_17","ag3a_18","ag3a_18b","ag3a_18b_other","ag3a_18c","ag3a_18c_other","ag3a_19","ag3a_20","ag3a_21","ag3a_22","ag3a_23","ag3a_24","ag3a_24_other","ag3a_25","ag3a_26","ag3a_27","ag3a_28","ag3a_29","ag3a_29_other","ag3a_30","ag3a_31","ag3a_32","ag3a_33","ag3a_34","ag3a_34_other","ag3a_35_1","ag3a_35_2","ag3a_61","ag3a_38_1","ag3a_38_2","ag3a_38_21","ag3a_38_3","ag3a_38_4","ag3a_38_5","ag3a_38_51","ag3a_38_6","ag3a_38_61","ag3a_38_62","ag3a_38_63","ag3a_38_64","ag3a_38_7","ag3a_38_8","ag3a_38_81","ag3a_38_9","fd33_18a_1","fd33_18a_2","fd33_18a_3","fd33_18a_4","fd33_18a_5","fd33_18a_6","fd33_18a_7","fd33_18a_8","fd35_24a_dap","fd35_24a_urea","fd35_24a_tsp","fd35_24a_can","fd35_24a_sa","fd35_24a_npk","fd35_24a_mrp","fd3b3_18a_1","fd3b3_18a_2","fd3b3_18a_3","fd3b3_18a_4","fd3b3_18a_5","fd3b3_18a_6","fd3b3_18a_7","fd3b3_18a_8","fd3b5a_24a_dap","fd3b5a_24a_urea","fd3b5a_24a_tsp","fd3b5a_24a_can","fd3b5a_24a_sa","fd3b5a_24a_npk","fd3b5a_24a_mrp"
"1042","M1","short_rainy","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","yCPYya5PZfA","2016-02-12T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1043","M3","long_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","cZWWUyRwuTA","2016-01-16T00:00:00Z",0.01,0.06,2,1,NA,NA,"16",2,1,2,NA,2,NA,NA,"",NA,NA,4e+05,1,NA,1,1,1,1,2,NA,NA,NA,600,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,1000,1,NA,NA,500,1,NA,NA,500,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1044","M2","long_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","bW7iZTf8uW7","2016-11-30T00:00:00Z",0.1,1,3,1,NA,NA,"23",1,1,4,2,2,NA,NA,"",NA,NA,2e+05,1,NA,7,NA,1,1,1,NA,1,1,200,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1045","M2","short_rainy","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","YfvDPbb5H85","2016-07-28T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1046","M2","short_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","wy7axJB9t4A","2016-01-14T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1047","M2","long_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","MxhdeDaZTa9","2016-04-29T00:00:00Z",1,0.12,5.5,1,NA,NA,"52",2,2,NA,NA,2,NA,NA,"",NA,NA,1500000,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,4800,3,NA,NA,6700,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1048","M2","short_rainy","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","yCPYya5PZfA","2016-02-12T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,3000,3,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1049","M3","long_rainy","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","9yvw1XWDNpA","2016-08-13T00:00:00Z",0,0.01,5,1,NA,NA,"71b",2,2,NA,NA,2,NA,NA,"",NA,NA,2e+05,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f",NA,"",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f"
"1050","M2","long_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","U4AbXpgwpoA","2016-04-25T00:00:00Z",0.1,0.12,4.12,1,NA,NA,"52",2,2,NA,NA,2,NA,NA,"",NA,NA,8e+05,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4000,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1051","M1","short_rainy","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","UVBzkFMeZz9","2016-07-25T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,400,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1052","M3","short_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","RCuAWjMUBmA","2016-11-21T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,400,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1053","M2","long_rainy","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","eSXVTUZDKD3","2016-07-21T00:00:00Z",0.45,0.35,8,1,NA,NA,"23",2,1,2,NA,2,NA,NA,"",NA,NA,4e+06,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1054","M1","short_rainy","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","mE3oDzqBqu4","2016-08-11T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f",NA,"",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f"
"1055","M1","short_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","TEgeq116YW6","2015-12-10T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1056","M1","long_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","pYrS9Lnoio5","2015-10-06T00:00:00Z",0.025,0.002,1,1,NA,NA,"71b",1,1,2,NA,2,NA,NA,"",NA,NA,1e+06,1,NA,1,1,1,1,2,NA,NA,NA,800,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1057","M1","long_rainy","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","nUikVE2njA5","2016-02-02T00:00:00Z",0,0.1,5,1,NA,NA,"31",1,1,2,NA,2,NA,NA,"",NA,NA,15000,1,NA,1,1,1,1,2,NA,NA,NA,60,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1058","M2","long_rainy","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","iV8EbG17vX2","2016-05-15T00:00:00Z",0.012,1.5,3,1,NA,NA,"22",3,1,2,4,2,NA,NA,"",NA,NA,60000,1,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1059","M2","short_rainy","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","tuxCwfbZQN9","2016-08-16T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,16,0,12800,0,10,0,8000,0,0,0,0,0,5,0,4000,"","",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f",NA,"",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f"
"1060","M2","long_rainy","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","MScBRdzkSi4","2016-08-17T00:00:00Z",0.1,0.005,6,1,NA,NA,"31",1,2,NA,NA,2,NA,NA,"",NA,NA,6e+05,1,NA,1,1,1,1,2,NA,NA,NA,400,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","t",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f",NA,"",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f"
"1061","M1","long_rainy","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","9s7aPD8ZRh7","2016-08-19T00:00:00Z",0,0.02,1,1,NA,NA,"31",1,1,2,NA,2,NA,NA,"",NA,NA,2e+06,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,12,0,0,7200,6,0,0,3600,0,0,0,0,3,0,0,1800,"","",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f",NA,"",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f"
"1062","M2","long_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","zxz5fHgxQr4","2016-05-26T00:00:00Z",0.03,0.04,7,1,NA,NA,"23",1,1,7,NA,2,NA,NA,"",NA,NA,1e+06,1,NA,1,1,1,1,2,NA,NA,NA,10000,1,5000,16000,1,"NPK",NA,100,2,50000,2,"",NA,NA,NA,NA,1,"1",NA,5,1,15000,NA,2,NA,2400,4,NA,NA,3200,NA,1,NA,4000,1,1,NA,7000,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1063","M2","short_rainy","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","5AjH6QaGU24","2016-02-15T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,17.5,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,1400,1,NA,NA,1400,NA,3,NA,2100,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1064","M2","short_rainy","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","cQsxahQ8sm8","2016-08-25T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f",NA,"",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f"
"1065","M1","long_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","e2RyT8u9Vs5","2015-12-03T00:00:00Z",0.005,0.5,7,1,NA,NA,"23",3,1,2,NA,2,NA,NA,"",NA,NA,1e+06,1,NA,1,1,1,1,2,NA,NA,NA,800,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,10,5,NA,12000,3,NA,NA,2100,NA,4,NA,4000,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1066","M4","short_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","4uYtGb6q1h5","2016-11-19T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,"DAP",NA,40,NA,18200,2,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1067","M1","short_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","XXFzjtd2A8","2016-10-15T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,250,NA,NA,NA,1,"NPK",NA,1,1,500,1,"UREA",NA,1,1,500,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1068","M1","short_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","yjXM15j8fo9","2016-12-10T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,2100,2,NA,NA,1,"NPK",NA,3,1,1410,1,"DAP",NA,3,1,1840,1,"3",NA,5000,3,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1069","M4","long_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","voQqwNL5SR4","2016-03-03T00:00:00Z",0.01,0,3,1,NA,NA,"81",3,2,NA,NA,2,NA,NA,"",NA,NA,7e+05,1,NA,1,1,1,1,2,NA,NA,NA,1000,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,"1",NA,5,1,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1070","M1","long_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","c2cooWnTEh2","2015-10-13T00:00:00Z",0.005,0,0.5,1,NA,NA,"21",1,1,2,NA,2,NA,NA,"",NA,NA,6e+06,1,NA,1,1,1,1,2,NA,NA,NA,200,1,200,3000,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1071","M2","long_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","z7c7QHaTTe7","2016-05-27T00:00:00Z",0.05,0.065,3,1,NA,NA,"23",2,1,4,NA,2,NA,NA,"",NA,NA,4e+05,1,NA,1,1,1,1,2,NA,NA,NA,1200,1,1200,20000,1,"NPK",NA,25,2,9500,1,"DAP",NA,12,2,4440,1,"1",NA,0.5,1,600,1,NA,NA,2100,1,NA,NA,700,NA,1,NA,1000,1,NA,NA,2100,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1072","M2","short_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","JYjBoTCdte4","2015-10-14T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,3000,2,NA,NA,1,"NPK",NA,8,1,4000,1,"UREA",NA,4,1,2000,1,"1",NA,300,3,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1073","M1","long_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","Az5BDLdFCQB","2016-05-25T00:00:00Z",0.1,0.1,7,1,NA,NA,"52",2,1,7,NA,2,NA,NA,"",NA,NA,2e+06,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,NA,12000,NA,2,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1074","M2","short_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","t8pSXYMtCP","2016-03-01T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1075","M2","short_rainy","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","TYoYR9fk5v3","2016-08-17T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f",NA,"",NA,NA,NA,NA,NA,NA,"f","f","f","f","f","f","f"
"1076","M1","long_rainy","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","ydvLLQUM1wA","2016-07-19T00:00:00Z",0.2,0.2,8,1,NA,NA,"31",1,1,1,NA,2,NA,NA,"",NA,NA,5e+05,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1077","M2","short_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","7HuaMEgyTz4","2016-05-28T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,2000,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,"1",NA,3,1,9000,1,1,NA,3200,3,NA,NA,2400,NA,NA,NA,NA,1,NA,NA,1600,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1078","M1","short_rainy","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","AoyYjSvsgJA","2016-03-01T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,1400,2,NA,NA,2800,NA,NA,NA,NA,1,NA,NA,700,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1079","M2","short_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","vdieyWj8obA","2015-11-07T00:00:00Z",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1080","M5","long_rainy","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","kxErk1sYmQB","2015-11-10T00:00:00Z",0.035,0.15,3,1,NA,NA,"21",2,1,2,NA,2,NA,NA,"",NA,NA,80000,1,NA,1,1,1,1,2,NA,NA,NA,100,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1000,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
"1081","M2","long_rainy","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","GBGa6M3rbd3","2016-11-18T00:00:00Z",NA,0.3,5,1,NA,NA,"35",2,1,1,NA,2,NA,NA,"",NA,NA,1e+06,1,NA,7,NA,1,1,2,NA,NA,NA,1200,2,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",""
