Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,Field ID,Season,Crop ID,Crop name,ag4a_01,ag4a_02,ag4a_04,ag4a_05,ag4a_05_other,ag4a_vs_5a,ag4a_vs_5a_day,ag4a_vs_5a_month,ag4a_vs_5a_year,ag4a_06,ag4a_08,ag4a_15,ag4a_15_unit,ag4a_16,ag4a_19,ag4a_21,ag4a_23
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",GsYbe3Kp9a3,2015-12-30T00:00:00Z,M3,short_rainy,11,Maize,2,1,1,1,,2014-10-18,18.0,10.0,2014.0,1,1.75,600.0,1,150000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",HWUQqfGSi37,2015-10-27T00:00:00Z,M6,long_rainy,31,Beans,,,,,,2016-01-14,14.0,1.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",yydJpRV8pPB,2016-01-05T00:00:00Z,M2,short_rainy,31,Beans,,,,,,2016-01-12,12.0,1.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",ZbpM6thc1b2,2015-11-22T00:00:00Z,M2,short_rainy,22,Sweet Potatoes,2,2,1,2a,,2014-09-10,10.0,9.0,2014.0,1,0.13,50.0,1,40000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",hnZo2CxSp92,2016-04-13T00:00:00Z,M3,short_rainy,16,Wheat,1,,2,,,2015-09-17,17.0,9.0,2015.0,1,0.25,50.0,1,75000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",akR9WC1ESX,2016-04-15T00:00:00Z,M5,long_rainy,26,Onions,1,,2,,,2015-03-16,16.0,3.0,2015.0,1,0.25,165.0,1,120000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",v29v4CgCb9A,2016-04-07T00:00:00Z,M3,long_rainy,23,Irish potatoes,1,,2,,,2015-02-07,7.0,2.0,2015.0,1,0.25,200.0,1,160000.0,2,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",QybMet9zZh8,2016-01-06T00:00:00Z,M4,long_rainy,47,Soyabeans,1,,2,,,2015-04-03,3.0,4.0,2015.0,1,1.0,400.0,1,400000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",7Yy7Sqs8eRA,2016-02-02T00:00:00Z,M1,long_rainy,31,Beans,,,,,,2016-02-16,16.0,2.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",fvoTDbKYuW5,2015-10-07T00:00:00Z,M2,long_rainy,22,Sweet Potatoes,1,,2,,,2014-05-15,15.0,5.0,2014.0,1,0.25,120.0,1,60000.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",CR6uc2DJjF2,2016-07-23T00:00:00Z,M1,long_rainy,11,Maize,2,2,1,2a,,2015-03-24,24.0,3.0,2015.0,1,0.75,120.0,1,120000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",z9PS7Qjy5L2,2016-04-07T00:00:00Z,M1,short_rainy,31,Beans,2,3,1,2a,,2015-09-08,8.0,9.0,2015.0,1,0.5,100.0,1,150000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UBoKCmEGFXB,2016-04-05T00:00:00Z,M3,long_rainy,13,Sorghum,1,,2,,,2015-01-05,5.0,1.0,2015.0,1,0.25,150.0,1,180000.0,2,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",Jm8YLfzpoy5,2016-01-17T00:00:00Z,M3,long_rainy,11,Maize,1,,2,,,2015-03-29,29.0,3.0,2015.0,1,0.5,50.0,1,25000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",GwMi53segV4,2015-10-20T00:00:00Z,M1,long_rainy,11,Maize,1,,2,,,2014-01-20,20.0,1.0,2014.0,1,1.0,50.0,1,20000.0,1,12000.0,2
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",CW2n61MumoA,2016-04-03T00:00:00Z,M4,short_rainy,23,Irish potatoes,1,,2,,,2015-12-05,5.0,12.0,2015.0,2,,,,,1,120000.0,1
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",xJ36NSni7X2,2016-04-24T00:00:00Z,M4,long_rainy,22,Sweet Potatoes,1,,2,,,2015-03-03,3.0,3.0,2015.0,1,0.125,56.0,1,74000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",vkQ3CHAz8S2,2016-04-05T00:00:00Z,M3,long_rainy,31,Beans,1,,2,,,2015-03-15,15.0,3.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",GEpVmB1chZ,2016-04-08T00:00:00Z,M1,short_rainy,31,Beans,1,,2,,,2015-08-02,2.0,8.0,2015.0,1,0.25,20.0,1,60000.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",aANwrQbMsa3,2016-07-19T00:00:00Z,M3,short_rainy,12,Paddy,1,,2,,,2015-08-19,19.0,8.0,2015.0,1,0.75,18.0,1,63000.0,1,15000.0,3
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",Jm8YLfzpoy5,2016-01-17T00:00:00Z,M2,short_rainy,31,Beans,1,,2,,,2014-08-15,15.0,8.0,2014.0,1,1.5,80.0,1,160000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",8jLMpgU7qmA,2016-01-07T00:00:00Z,M2,long_rainy,11,Maize,2,2,1,2a,,2014-03-22,22.0,3.0,2014.0,1,0.25,30.0,1,12000.0,1,3200.0,2
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",VyrUWsmH5zA,2016-07-19T00:00:00Z,M3,long_rainy,31,Beans,1,,2,,,2015-02-20,20.0,2.0,2015.0,1,0.25,36.0,1,90000.0,1,17500.0,1
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",LAqtBPvPxy,2015-10-07T00:00:00Z,M5,long_rainy,31,Beans,,,,,,2015-10-21,21.0,10.0,2015.0,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UKqsMYWu6S2,2016-04-06T00:00:00Z,M4,long_rainy,23,Irish potatoes,1,,2,,,2015-02-06,6.0,2.0,2015.0,1,0.5,800.0,1,560000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",nf2b6XaXDy3,2016-01-20T00:00:00Z,M2,short_rainy,13,Sorghum,2,1,1,1,,2014-07-20,20.0,7.0,2014.0,1,0.25,100.0,1,80000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",oimuabaAoj4,2015-10-13T00:00:00Z,M6,short_rainy,31,Beans,2,1,1,2a,,2014-08-13,13.0,8.0,2014.0,1,0.75,100.0,1,150000.0,1,300.0,1
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",Kq42xQGSvu4,2016-04-14T00:00:00Z,M1,short_rainy,11,Maize,1,,2,,,2015-09-11,11.0,9.0,2015.0,2,,,,,1,2400.0,2
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",43RqATksCs8,2016-01-12T00:00:00Z,M1,long_rainy,11,Maize,1,,2,,,2015-03-07,7.0,3.0,2015.0,1,0.5,311.0,1,186600.0,1,12500.0,2
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",8WWivGcFUz5,2015-07-30T00:00:00Z,M3,long_rainy,11,Maize,1,,2,,,2014-03-06,6.0,3.0,2014.0,1,0.5,360.0,1,144000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",w27bEeu1DR,2015-11-23T00:00:00Z,M1,long_rainy,31,Beans,2,2,1,2a,,2014-04-23,23.0,4.0,2014.0,1,0.25,20.0,1,20000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",9iKLxLjVu77,2016-04-10T00:00:00Z,M2,short_rainy,22,Sweet Potatoes,1,,2,,,2015-12-12,12.0,12.0,2015.0,1,0.5,805.0,1,175000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",WmaX2iuVse5,2016-04-06T00:00:00Z,M2,long_rainy,23,Irish potatoes,1,,2,,,2015-04-06,6.0,4.0,2015.0,1,0.125,300.0,1,150000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",LEzTDqKV6f3,2016-04-06T00:00:00Z,M1,short_rainy,31,Beans,2,3,1,2a,,2016-08-06,6.0,8.0,2016.0,1,0.25,70.0,1,70000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",9P8HkL34az2,2015-10-22T00:00:00Z,M2,long_rainy,25,Cocoyams,1,,2,,,2014-03-04,4.0,3.0,2014.0,1,0.5,100.0,1,50000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",ypMu1Vkfqo9,2015-10-16T00:00:00Z,M3,long_rainy,31,Beans,,,,,,2015-10-22,22.0,10.0,2015.0,,,,,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",k6Z9D2Z16q9,2015-10-10T00:00:00Z,M4,short_rainy,31,Beans,,,,,,2015-10-22,22.0,10.0,2015.0,,,,,,,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",mjcdtjVVCA6,2016-02-06T00:00:00Z,M3,short_rainy,41,Sunflower,1,,2,,,2014-06-06,6.0,6.0,2014.0,1,0.5,150.0,1,150000.0,1,30000.0,2
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",5xza3zKCC65,2015-11-21T00:00:00Z,M1,long_rainy,31,Beans,,,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",6vZXvHtQdG2,2016-01-19T00:00:00Z,M2,long_rainy,31,Beans,1,,2,,,2015-03-14,14.0,3.0,2015.0,1,0.5,300.0,1,450000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",nf2b6XaXDy3,2016-01-20T00:00:00Z,M2,short_rainy,31,Beans,2,3,1,1,,2014-07-20,20.0,7.0,2014.0,1,0.75,60.0,1,120000.0,1,40000.0,1
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",GwMi53segV4,2015-10-20T00:00:00Z,M2,long_rainy,31,Beans,,,,,,2015-10-22,22.0,10.0,2015.0,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",3csKwZMd8vA,2016-01-06T00:00:00Z,M1,short_rainy,31,Beans,1,,2,,,2014-06-16,16.0,6.0,2014.0,1,0.5,340.0,1,612000.0,1,30800.0,2
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",LEzTDqKV6f3,2016-04-06T00:00:00Z,M1,long_rainy,31,Beans,2,3,1,2a,,2015-02-06,6.0,2.0,2015.0,1,0.25,50.0,1,50000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",pfmDHWctSE3,2015-09-11T00:00:00Z,M3,short_rainy,11,Maize,1,,2,,,2014-07-03,3.0,7.0,2014.0,1,0.125,50.0,1,17500.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",D3k4R1hEUdA,2016-01-06T00:00:00Z,M1,short_rainy,31,Beans,,,,,,2016-01-11,11.0,1.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",5xza3zKCC65,2015-11-21T00:00:00Z,M1,short_rainy,31,Beans,1,,2,,,2014-08-21,21.0,8.0,2014.0,1,1.5,20.0,1,40000.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",D3dra7efrt6,2016-07-18T00:00:00Z,M1,long_rainy,43,Groundnut,1,,2,,,2015-01-09,9.0,1.0,2015.0,1,0.25,100.0,1,400000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",x16vgM9iGq3,2016-02-07T00:00:00Z,M1,short_rainy,42,Sesame/Simsim,1,,2,,,2014-07-04,4.0,7.0,2014.0,1,1.0,200.0,1,600000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",LEzTDqKV6f3,2016-04-06T00:00:00Z,M1,long_rainy,31,Beans,,,,,,2016-04-06,6.0,4.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",1YCu7s1wQ37,2015-11-23T00:00:00Z,M2,short_rainy,86,Cabbage,1,,2,,,2014-07-23,23.0,7.0,2014.0,1,0.25,150.0,1,225000.0,1,35000.0,1
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",MbKjtLZGbn3,2016-01-29T00:00:00Z,M2,long_rainy,42,Sesame/Simsim,1,,2,,,2015-05-29,29.0,5.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",w27bEeu1DR,2015-11-23T00:00:00Z,M1,long_rainy,11,Maize,2,2,1,2a,,2014-04-23,23.0,4.0,2014.0,1,0.25,8.0,1,4000.0,1,1000.0,1
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",zCz7aSrczL2,2016-04-07T00:00:00Z,M3,long_rainy,13,Sorghum,1,,2,,,2015-04-07,7.0,4.0,2015.0,1,0.5,100.0,1,120000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",x3KJboY4Wn4,2016-02-03T00:00:00Z,M1,short_rainy,31,Beans,,,,,,2016-02-05,5.0,2.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",CW2n61MumoA,2016-04-03T00:00:00Z,M2,short_rainy,31,Beans,,,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",Te4C6DJXQq6,2016-07-24T00:00:00Z,M3,long_rainy,11,Maize,1,,2,,,2015-04-19,19.0,4.0,2015.0,1,0.25,60.0,1,90000.0,1,10000.0,2
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",ve5Vid3J3j2,2015-08-16T00:00:00Z,M1,short_rainy,11,Maize,1,,2,,,2014-08-17,17.0,8.0,2014.0,1,0.5,300.0,1,180000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",CLcgNTsm4y7,2015-10-08T00:00:00Z,M4,short_rainy,35,Chick peas,1,,2,,,2014-08-09,9.0,8.0,2014.0,1,0.5,120.0,3,96000.0,1,120000.0,1
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",ea6XKQhZyd3,2015-10-26T00:00:00Z,M5,long_rainy,31,Beans,2,1,1,2a,,2014-03-05,5.0,3.0,2014.0,1,0.25,30.0,1,60000.0,1,4000.0,2
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",yydJpRV8pPB,2016-01-05T00:00:00Z,M2,short_rainy,31,Beans,1,,2,,,2014-08-08,8.0,8.0,2014.0,1,1.0,100.0,1,180000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",K28KewnXpk2,2015-09-04T00:00:00Z,M2,short_rainy,11,Maize,2,1,1,2a,,2014-10-15,15.0,10.0,2014.0,1,0.125,76.0,1,26600.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",4YxLyEvHcr2,2016-07-26T00:00:00Z,M2,short_rainy,13,Sorghum,1,,2,,,2015-08-25,25.0,8.0,2015.0,1,0.25,110.0,1,198000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",tsxUHiQSdd5,2016-02-08T00:00:00Z,M1,long_rainy,42,Sesame/Simsim,1,,2,,,2015-05-16,16.0,5.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",GPDYh6MvUT3,2016-04-01T00:00:00Z,M1,short_rainy,35,Chick peas,1,,2,,,2015-08-01,1.0,8.0,2015.0,1,0.125,10.0,1,40000.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",3WbmqA7gbk2,2016-07-13T00:00:00Z,M2,short_rainy,22,Sweet Potatoes,1,,2,,,2015-07-13,13.0,7.0,2015.0,1,0.5,300.0,1,105000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",xJ36NSni7X2,2016-04-24T00:00:00Z,M4,short_rainy,22,Sweet Potatoes,1,,2,,,2015-08-03,3.0,8.0,2015.0,1,0.125,40.0,1,20000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",VQjx1ubsk84,2015-09-08T00:00:00Z,M1,long_rainy,22,Sweet Potatoes,1,,2,,,2014-04-09,9.0,4.0,2014.0,1,0.5,100.0,1,75000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",r4YWWf5e5x3,2015-10-14T00:00:00Z,M1,short_rainy,22,Sweet Potatoes,1,,2,,,2014-08-07,7.0,8.0,2014.0,1,0.25,20.0,1,20000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",3BWtidtw1gB,2015-10-12T00:00:00Z,M1,long_rainy,11,Maize,1,,2,,,2014-03-13,13.0,3.0,2014.0,1,0.5,350.0,1,105000.0,1,20000.0,2
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",CR6uc2DJjF2,2016-07-23T00:00:00Z,M3,long_rainy,11,Maize,2,2,1,2a,,2015-04-24,24.0,4.0,2015.0,1,0.125,100.0,1,100000.0,2,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",kAKQZBMLkGA,2016-01-29T00:00:00Z,M1,short_rainy,43,Groundnut,1,,2,,,2014-08-01,1.0,8.0,2014.0,1,0.25,120.0,1,360000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",3f7GFEXbaK,2015-09-07T00:00:00Z,M2,short_rainy,22,Sweet Potatoes,1,,2,,,2014-09-13,13.0,9.0,2014.0,1,0.25,30.0,1,30000.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",xVFJcnicr68,2016-07-18T00:00:00Z,M2,short_rainy,31,Beans,1,,2,,,2015-07-18,18.0,7.0,2015.0,1,0.5,0.0,1,0.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UYwovny68h,2016-04-27T00:00:00Z,M4,long_rainy,31,Beans,1,,2,,,2015-03-12,12.0,3.0,2015.0,1,0.125,60.0,1,120000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",ZVVKrqxAx48,2016-04-18T00:00:00Z,M2,long_rainy,31,Beans,,,,,,2016-04-28,28.0,4.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",FiycRUoeZh,2016-01-13T00:00:00Z,M1,short_rainy,31,Beans,,,,,,2016-01-25,25.0,1.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",Lsy3YMkKGP2,2016-07-23T00:00:00Z,M1,long_rainy,43,Groundnut,2,2,2,,,2015-04-23,23.0,4.0,2015.0,1,1.0,210.0,1,525000.0,1,75000.0,3
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",aANwrQbMsa3,2016-07-19T00:00:00Z,M2,long_rainy,100,Okra,1,,2,,,2015-07-19,19.0,7.0,2015.0,2,,,,,1,500.0,2
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",v29v4CgCb9A,2016-04-07T00:00:00Z,M4,short_rainy,23,Irish potatoes,2,2,2,,,2015-08-28,28.0,8.0,2015.0,1,0.25,600.0,1,600000.0,2,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",Gr3yWAqnod7,2016-01-14T00:00:00Z,M4,short_rainy,31,Beans,,,,,,2016-02-02,2.0,2.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",pfmDHWctSE3,2015-09-11T00:00:00Z,M3,short_rainy,31,Beans,,,,,,2015-09-11,11.0,9.0,2015.0,,,,,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",pfmDHWctSE3,2015-09-11T00:00:00Z,M3,short_rainy,22,Sweet Potatoes,1,,2,,,2014-07-16,16.0,7.0,2014.0,1,0.125,100.0,1,75000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UKqsMYWu6S2,2016-04-06T00:00:00Z,M1,long_rainy,13,Sorghum,1,,2,,,2015-01-06,6.0,1.0,2015.0,1,0.5,100.0,1,130000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",QP58gEJbLF8,2016-02-05T00:00:00Z,M3,long_rainy,42,Sesame/Simsim,1,,2,,,2015-05-11,11.0,5.0,2015.0,2,,,,,1,6000.0,2
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",mpqcPSFDpCB,2016-02-03T00:00:00Z,M2,short_rainy,41,Sunflower,1,,2,,,2014-08-04,4.0,8.0,2014.0,1,1.0,600.0,1,600000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",QJMME7KeMn,2015-11-21T00:00:00Z,M1,long_rainy,31,Beans,1,,2,,,2014-04-18,18.0,4.0,2014.0,1,0.25,60.0,1,120000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",mjcdtjVVCA6,2016-02-06T00:00:00Z,M5,short_rainy,11,Maize,1,,2,,,2014-08-08,8.0,8.0,2014.0,1,1.0,150.0,1,90000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",J4NQk5mWMXA,2016-02-07T00:00:00Z,M1,short_rainy,31,Beans,,,,,,2016-02-08,8.0,2.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",mBXHuSst1y6,2016-04-17T00:00:00Z,M2,short_rainy,22,Sweet Potatoes,1,,2,,,2015-07-23,23.0,7.0,2015.0,1,1.0,60.0,1,60000.0,2,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",jim2m9kx6y4,2015-12-26T00:00:00Z,M2,long_rainy,11,Maize,1,,2,,,2015-04-16,16.0,4.0,2015.0,1,2.0,1500.0,1,525000.0,1,60000.0,2
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",52MH5CafZg9,2016-03-31T00:00:00Z,M1,long_rainy,23,Irish potatoes,1,,2,,,2015-05-10,10.0,5.0,2015.0,1,0.25,70.0,1,60000.0,1,16000.0,2
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",B77fdVMrcbB,2015-10-19T00:00:00Z,M1,short_rainy,31,Beans,1,,2,,,2014-07-26,26.0,7.0,2014.0,1,0.15,30.0,1,30000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",B77fdVMrcbB,2015-10-19T00:00:00Z,M1,long_rainy,11,Maize,1,,2,,,2014-03-12,12.0,3.0,2014.0,1,0.15,350.0,1,175000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",iLvTEBAQTN6,2016-04-08T00:00:00Z,M4,long_rainy,31,Beans,1,,2,,,2015-03-08,8.0,3.0,2015.0,1,1.0,100.0,1,250000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",52MH5CafZg9,2016-03-31T00:00:00Z,M2,short_rainy,31,Beans,1,,2,,,2015-08-09,9.0,8.0,2015.0,1,1.0,70.0,1,84000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UYwovny68h,2016-04-27T00:00:00Z,M2,long_rainy,31,Beans,1,,2,,,2015-03-06,6.0,3.0,2015.0,1,0.125,60.0,1,120000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",zVWFb5eAbV7,2016-02-05T00:00:00Z,M1,long_rainy,43,Groundnut,1,,2,,,2015-04-18,18.0,4.0,2015.0,1,0.5,60.0,1,180000.0,1,30000.0,2
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",k3gYMiFrqdB,2015-08-03T00:00:00Z,M3,long_rainy,31,Beans,,,,,,2015-09-04,4.0,9.0,2015.0,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",uZWP16YfzT5,2016-01-05T00:00:00Z,M1,long_rainy,31,Beans,,,,,,2016-01-06,6.0,1.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",hnZo2CxSp92,2016-04-13T00:00:00Z,M4,short_rainy,23,Irish potatoes,1,,2,,,2015-08-07,7.0,8.0,2015.0,1,0.25,840.0,1,350000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",mjcdtjVVCA6,2016-02-06T00:00:00Z,M4,short_rainy,31,Beans,,,,,,2016-02-15,15.0,2.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",YXV6xbSxws2,2016-01-28T00:00:00Z,M1,short_rainy,41,Sunflower,1,,2,,,2014-08-16,16.0,8.0,2014.0,1,1.0,100.0,1,80000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",oimuabaAoj4,2015-10-13T00:00:00Z,M6,short_rainy,31,Beans,,,,,,2015-10-21,21.0,10.0,2015.0,,,,,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",fvoTDbKYuW5,2015-10-07T00:00:00Z,M3,long_rainy,23,Irish potatoes,1,,2,,,2014-04-24,24.0,4.0,2014.0,1,0.5,100.0,1,80000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",x16vgM9iGq3,2016-02-07T00:00:00Z,M3,long_rainy,31,Beans,1,,2,,,2015-04-09,9.0,4.0,2015.0,1,0.5,100.0,1,160000.0,1,30000.0,2
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",ve5Vid3J3j2,2015-08-16T00:00:00Z,M4,long_rainy,31,Beans,,,,,,2015-09-04,4.0,9.0,2015.0,,,,,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",LAqtBPvPxy,2015-10-07T00:00:00Z,M4,short_rainy,23,Irish potatoes,1,,2,,,2014-07-14,14.0,7.0,2014.0,1,0.25,40.0,1,36000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",WmaX2iuVse5,2016-04-06T00:00:00Z,M4,long_rainy,35,Chick peas,1,,2,,,2015-04-06,6.0,4.0,2015.0,2,,,,,1,40000.0,2
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",6knFhJg33R9,2016-03-31T00:00:00Z,M4,long_rainy,23,Irish potatoes,1,,2,,,2015-03-31,31.0,3.0,2015.0,1,0.125,400.0,1,280000.0,1,140000.0,2
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",cTxbn5tVsdA,2016-02-05T00:00:00Z,M1,long_rainy,42,Sesame/Simsim,1,,2,,,2015-05-10,10.0,5.0,2015.0,2,,,,,2,,
