Field ID,Field name,Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,ag2a_vs_2b1,ag2a_vs_2b1_other,ag2a_vs_2b2_1,ag2a_vs_2c,ag2a_vs_2c_other,ag2a_vs_2d1,ag2a_04,ag2a_07,ag2a_08,ag2a_08_other,gps_coords,ag3a_02_1,ag3a_02_2,ag3a_02_2_1,ag2a_09,ag2a_vs_08a,ag2a_vs_8b,ag2a_vs_8c
M1,Millet,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",hy4613HYBr3,2015-02-04T00:00:00Z,1,,15,4,,,2,1,,,cxvC8pw8eY7,,1.0,1,8.6,Baba1kn,,
M4,Ahazule 4,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",LFwa12jnrL2,2015-05-27T00:00:00Z,1,,45,1,,45,8,2,other,Too bushy,,6.4,90.0,1,,,,
M1,Yam Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",UmXMMFYwnL4,2014-09-28T00:00:00Z,1,,24,1,,24,2,1,,,XzMPNVKB6t8,,45.0,1,1.6775,,,
M4,Yenkyiri 4,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",rzTsdWdr6y3,2014-08-29T00:00:00Z,1,,71,1,,71,0,1,,,A76BGzv5xT6,,45.0,1,0.2133,,,
M3,Komile 2,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",fyW9nSiREpA,2015-03-29T00:00:00Z,1,,45,1,,45,3,2,1,,,6.48,120.0,1,,,,
M3,Gaveligaduli 3,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",MFMymqGXjf8,2014-12-16T00:00:00Z,1,,47,4,,,3,1,,,BG8wYBwtQB2,3.0,30.0,1,5.9949,,,
M3,Navrongo 3,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",zAweUkHmCz8,2015-05-26T00:00:00Z,1,,45,1,,45,10,1,,,LAAps3uCXPA,8.0,40.0,1,4.0985,Emmanuel 3Nz,,
M2,Maize Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",qaB9PRByhQ7,2014-09-27T00:00:00Z,1,,11,1,,11,7,1,,,rVNNFzdmbM6,,45.0,1,9.0187,,,
M2,Chukoni,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",go6Ch5Km3k7,2014-12-16T00:00:00Z,1,,43,4,,,5,1,,,uinkeNrJQ32,1.0,45.0,1,4.9432,,,
M3,Nsuobri 3,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",LeYiNjAjKi2,2014-09-09T00:00:00Z,1,,45,1,,45,1,,,,,,11.0,1,,,,
M1,Kukuo,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",GLaBCfmRHT9,2014-12-15T00:00:00Z,1,,11,4,,,10,1,,,nnx84Wqe9V8,2.0,30.0,1,9.0133,,,
M6,Acheampongmaa2,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",LMzw8JsSze,2014-08-31T00:00:00Z,1,,21,1,,21,0,2,other,The maintain or hill was too steep to climb,,,60.0,1,,,,
M3,Amundu,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",XEA6aofdZo5,2015-03-29T00:00:00Z,1,,56,1,,56,2,1,,,5Hyh9zMzC28,1.0,30.0,1,2.3735,Stephen 3Az,,
M5,Apaaso 2,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",wtorB9F7hm5,2014-10-04T00:00:00Z,1,,24,1,,24,1,2,other,Road Flooded,,,120.0,1,,,,
M2,Bende 2,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",6rFDY18oMR9,2015-05-27T00:00:00Z,1,,44,1,,44,5,1,,,xsQ7D5KoBP3,6.4,2.0,2,11.3,Patrick 2 Tiko,,
M1,Millet farm,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",njfYPSwX6c8,2015-02-15T00:00:00Z,1,,14,4,,,2,1,,,rg8nNdaqZv7,0.0,,,2.7,Margaret 1kn,,
M5,Gbanbani 4,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",Ny58V5eghz7,2014-12-29T00:00:00Z,1,,50,4,,,4,2,2,,,,30.0,1,,,,
M2,Ponponsu,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",2Q7MnSV2oJ5,2014-09-06T00:00:00Z,1,,45,1,,45,1,1,,,YS32jdstjx2,1.0,,,2.9,,,
M3,Moarinipuu,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",dQNLmp8vbx7,2015-02-23T00:00:00Z,1,,11,4,,,1,1,,,5Qk2KPZ7rL7,2.5,80.0,1,1.2,,,
M1,Efikyiri 1,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",GDXUCUdQZB6,2014-09-25T00:00:00Z,1,,24,4,,,5,2,other,Flooded,,2.0,,,,,,
M1,Momotuo,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",znLkiipm6hB,2014-08-29T00:00:00Z,1,,11,1,,11,4,1,,,NKciPuAxVu5,2.0,,,1.4388,,,
M1,Kwekuoanum 1,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",HJ9K9FonFCA,2014-08-17T00:00:00Z,1,,56,1,,56,1,1,,,p5nv2m2b613,1.5,30.0,1,1.151,,,
M4,Paaso 4,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",C7yu9JZpZ96,2014-09-28T00:00:00Z,1,,24,1,,24,8,1,,,kQwMjcrTZP4,3.2,40.0,1,7.6032,,,
M1,Gyektuwa1,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",pEa2FhYEyQ2,2014-12-22T00:00:00Z,1,,43,4,,,3,1,,,1maUhzBBPB6,2.0,,,3.1282,,,
M2,Rice Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",eaQik5x8C35,2014-09-27T00:00:00Z,1,,12,1,,12,2,2,other,Flood,,1.0,,,,,,
M4,Eugene 4,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",K7cFANftUD3,2014-09-07T00:00:00Z,1,,11,4,,11,0,1,,,rLUfu1Vu1G2,,,,0.4,,,
M2,Millet,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",bnNcJ3bknL7,2015-02-17T00:00:00Z,1,,14,4,,,2,2,1,,,,3.0,2,,,,
M2,Tintare 2,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",phfDZ3p9QE5,2014-09-28T00:00:00Z,1,,94,1,,94,1,1,,,PucMJwhD3d9,0.5,10.0,1,1.6217,,,
M4,Plotso 3,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",2w6GUTeKDd,2014-09-28T00:00:00Z,1,,11,4,,,1,1,,,szfuYqrdY85,1.6,30.0,1,1.302,,,
M1,Mangoase 1,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",NZwEq9cA5VB,2014-12-17T00:00:00Z,1,,11,4,,,5,2,1,,,4.0,2.0,2,,,,
M1,Ndimpaya 1,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",HK4BRArXjD6,2014-12-31T00:00:00Z,1,,43,4,,,1,2,2,,,,30.0,1,,,,
M5,Mdimpaya 3,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",aC1Yp9Vbbb9,2014-12-16T00:00:00Z,1,,24,4,,,1,2,2,,,1.0,15.0,1,,,,
M2,Fulanis Area,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",KoKjL6iByr6,2015-03-02T00:00:00Z,1,,11,4,,,1,2,2,,,1.5,,2,,,,
M2,Namyela 2,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",qG2u89ePnM3,2015-03-11T00:00:00Z,1,,11,4,,,3,2,1,,,3.5,,,,,,
M2,Surobumum,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",HJ9K9FonFCA,2014-08-17T00:00:00Z,1,,56,1,,56,4,1,,,JRYaPFDr2u6,4.5,80.0,1,4.256,,,
M2,Booni,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",ZgVCya2zX73,2015-02-19T00:00:00Z,1,,12,4,,,1,1,,,VYPg3XMo8W5,0.005,5.0,1,0.8,Banakpe 2kn,,
M1,Pinase,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",qAcLcu8zBx5,2015-05-27T00:00:00Z,1,,21,1,,21,0,1,,,4Ra362SAnL7,,60.0,1,0.65,,,
M1,Plotso 1,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",2w6GUTeKDd,2014-09-28T00:00:00Z,1,,100,4,,,1,1,,,Pk9ZZaxT667,0.8,20.0,1,1.2185,,,
M1,Kwaeano,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",Kte7LVWAkq7,2014-09-27T00:00:00Z,1,,24,1,,24,2,2,1,,,6.0,3.0,2,,,,
M6,Simpuutua 1,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",MdadqCNEiL,2014-12-31T00:00:00Z,1,,11,4,,,2,2,2,,,,30.0,1,,,,
M3,Mayahi,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",cSN6zpcALp9,2014-12-29T00:00:00Z,1,,12,4,,,2,1,,,9MgcsJb8z56,,60.0,1,2.8601,,,
M1,Akoduo,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",WWKohq5CDc4,2014-09-02T00:00:00Z,1,,21,1,,21,4,1,,,SXEqgcJpWF2,,20.0,1,3.5058,,,
M1,Apetensu,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",E3EGXT3BJS5,2014-09-10T00:00:00Z,1,,44,1,,44,3,2,1,,,,40.0,1,,,,
M3,Martey 3,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",uA6dFVY3tr2,2014-09-07T00:00:00Z,1,,11,1,,11,,1,,,taZktNozqD9,,,,1.1,,,
M1,Namyela1,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",qG2u89ePnM3,2015-03-11T00:00:00Z,1,,15,4,,,3,1,,,13J1Jf5nbk8,,1.0,1,3.2,Agana 1kn,,
M1,Amaama,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",jCvYgt72fP4,2014-09-12T00:00:00Z,1,,44,1,,44,1,,,,,,10.0,1,,,,
M1,Maize farm,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",Xg5bY5Ztxx2,2015-02-17T00:00:00Z,1,,11,4,,,5,1,,,oE6QwyR8U36,0.5,,,7.4,Salifu 1kn,,
M1,Nameyile 1,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",FcfWcnPR1A6,2015-02-16T00:00:00Z,1,,11,4,,,1,1,,,TNKoiArdVH2,0.0,0.0,1,2.8,Kofi 1kn,,
M1,Mile 2-1,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",pdf1PrAkhV,2015-05-15T00:00:00Z,1,,45,1,,45,12,2,other,Steep slope,,324.0,,,,,,
M4,Nameyela  4,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",EmjTzkKPcK4,2015-02-09T00:00:00Z,1,,47,4,,,2,2,1,,,,30.0,1,,,,
M2,Namba Ala 2,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",h9yzMoqrEr7,2014-12-17T00:00:00Z,1,,12,4,,,3,1,,,MoiKqbA5rZA,4.0,2.0,2,2.8,,,
M1,Millet farm,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",qqEgat4rGk9,2015-02-16T00:00:00Z,1,,14,4,,,1,1,,,6teQZAFDtw7,,10.0,1,1.0,Sekondey 1kn,,
M4,Mdimpaya 2,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",aC1Yp9Vbbb9,2014-12-16T00:00:00Z,1,,11,4,,,4,2,2,,,1.0,15.0,1,,,,
M4,Gbanbaani 1,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",MFMymqGXjf8,2014-12-16T00:00:00Z,1,,24,4,,,1,1,,,a29BsKZENg5,10.0,3.0,2,2.4753,,,
M3,Prince,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",KaNq8vjzJV5,2014-08-19T00:00:00Z,1,,44,1,,44,3,2,1,,,,35.0,1,,,,
M3,Topiase 3,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",W8ZrkDDq8B,2014-09-12T00:00:00Z,1,,44,1,,44,8,,,,,,30.0,1,,,,
M1,Bojou,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",jVAvmnH4bS6,2015-04-15T00:00:00Z,1,,45,1,,45,12,1,,,QdXzoRKK668,2.0,60.0,1,9.332,Augustina Nb1,,
M6,Yogbaa,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",HK4BRArXjD6,2014-12-31T00:00:00Z,1,,12,4,,,4,1,,,J7bBVgwU7R2,,50.0,1,5.1783,,,
M2,Ginzoli 2,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",aC1Yp9Vbbb9,2014-12-16T00:00:00Z,1,,43,4,,,6,1,,,DE2nXe7Xmw2,2.0,30.0,1,5.7398,,,
M2,Simapuu,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",RkxgfouGkY6,2015-01-01T00:00:00Z,1,,43,4,,,5,1,,,5tY9cTSs2V4,,60.0,1,4.3,,,
M2,Ezuloti1,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",zwCpRhKnPo9,2015-05-13T00:00:00Z,1,,56,1,,56,6,1,,,stJCRfwKvw5,6.4,,,3.4689,,,
M4,Konkon-2,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",nYHDrtr9BkA,2014-09-07T00:00:00Z,1,,21,1,,75,,,,,,,,,,,,
M1,Nsuobri 1,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",LeYiNjAjKi2,2014-09-09T00:00:00Z,1,,76,1,,76,3,,,,,,10.0,1,,,,
M4,Ohia madwene 1,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",6rFDY18oMR9,2015-05-27T00:00:00Z,1,,44,1,,44,4,2,2,,,8.0,150.0,1,,,,
M2,Adenbra,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",GAwYHaSgWn8,2014-09-07T00:00:00Z,1,,21,1,,21,2,2,2,,,1.5,,,,,,
M2,Ezontenle,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",gggGZ6AgZ6A,2015-05-26T00:00:00Z,1,,21,1,,21,3,2,1,,,2.5,40.0,1,,,,
M3,Kawanapuu,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",RkxgfouGkY6,2015-01-01T00:00:00Z,1,,11,4,,,10,2,2,,,,60.0,1,,,,
M2,Nkwantia 2,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",rfcJhQz5u38,2014-09-02T00:00:00Z,1,,71,1,,71,1,1,,,oEYaAME4jo4,0.5,10.0,1,,,,
M3,Groundnut,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",sSK4YGpVFE3,2015-01-02T00:00:00Z,1,,43,4,,,3,2,2,,,2.0,,,,,,
M5,Josephine,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",KaNq8vjzJV5,2014-08-19T00:00:00Z,1,,21,1,,21,3,2,1,,,,35.0,1,,,,
M1,Ponponsu,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",2Q7MnSV2oJ5,2014-09-06T00:00:00Z,1,,21,1,,21,2,2,,,,1.0,,,,,,
M3,Ponponsu,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",2Q7MnSV2oJ5,2014-09-06T00:00:00Z,1,,21,1,,21,,2,other,None,,1.0,,,0.3,,,
M3,Weyaayo 3,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",BNLAgvK3aCA,2014-12-17T00:00:00Z,1,,24,4,,,0,2,1,,,6.0,60.0,1,,,,
M2,Forest reserve1,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",KSchTBWs2p7,2015-02-22T00:00:00Z,1,,15,4,,,2,1,,,5YymbxVu5eA,2.43,90.0,1,4.1,,,
M3,Bojou 2,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",U7thyS2zJj8,2015-04-15T00:00:00Z,1,,45,1,,45,2,1,,,TnL6a5QtC36,2.4,45.0,1,1.2857,Joseph 3Nb,,
M4,Kuntenase 4,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",CxMdVRz4Fo,2014-08-21T00:00:00Z,1,,24,1,,24,1,1,,,WiTBXD9SPv9,,10.0,1,0.1,,,
M5,Plotso 4,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",2w6GUTeKDd,2014-09-28T00:00:00Z,1,,90,1,,90,1,1,,,k1Mb5kJSHx7,1.6,30.0,1,0.6887,,,
M4,Efikyere,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",SGWDY8X7yo4,2015-03-29T00:00:00Z,1,,21,1,,21,1,1,,,jpupWudkYU,0.1,1.0,,1.4625,,,
M1,Tintare 1,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",YqAFB2BMNLB,2014-09-28T00:00:00Z,1,,71,1,,71,0,1,,,4mjd3BEm6gB,0.4,10.0,1,1.3976,,,
M3,Kponkpro 2,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",jCvYgt72fP4,2014-09-12T00:00:00Z,1,,44,1,,44,2,,,,,,20.0,1,,,,
M5,Cassava Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",qaB9PRByhQ7,2014-09-27T00:00:00Z,1,,21,1,,21,1,1,,,aE6PEFg8Qp2,,50.0,1,0.8,,,
M2,Fulani,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",e4zTqWoHTi,2015-03-10T00:00:00Z,1,,11,4,,,4,1,,,mYzjpk3v8K2,2.0,,,4.5,Azortiba 2kn,,
M1,Ward 4 - 1,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",uF4YRcniT69,2015-04-15T00:00:00Z,1,,21,1,,21,1,1,,,MMo9Rz9m4gB,0.5,15.0,1,0.8755,Esther Nb1,,
M3,Moarinipuu 1,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",GEgBv7HAf68,2015-02-24T00:00:00Z,1,,11,1,,92,2,2,2,,,0.5,12.0,1,,,,
M1,Sinkafapuu,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",RkxgfouGkY6,2015-01-01T00:00:00Z,1,,12,4,,,3,1,,,dM9hFUFdZc7,,20.0,1,4.3941,,,
M1,Samanu 1,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",UDYnaavH8U3,2015-02-17T00:00:00Z,1,,13,4,,,2,1,,,UtvSXZnBhU2,,0.0,1,2.3,,,
M1,Yam Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",qaB9PRByhQ7,2014-09-27T00:00:00Z,1,,24,1,,24,2,1,,,2t3ukVWFn85,,40.0,1,5.7511,,,
M6,Ofadaan,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",4TD5PFFKHJ7,2014-09-13T00:00:00Z,1,,76,1,,76,2,,,,,,180.0,1,,,,
M1,Jingtuwa,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",ArjKWQXjiQ2,2015-01-02T00:00:00Z,1,,11,4,,,6,1,,,Xxx9Sm4T6D7,,30.0,1,1.7498,,,
M1,Anum,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",w5r45534D96,2014-09-27T00:00:00Z,1,,24,1,,24,2,1,,,cC4BPPeeczA,,4.0,1,0.889,,,
M4,Gbanbani 3,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",Ny58V5eghz7,2014-12-29T00:00:00Z,1,,47,4,,,4,1,,,pFQMiDvCHb4,,30.0,1,5.6157,,,
M1,Bongoase,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",4TD5PFFKHJ7,2014-09-12T00:00:00Z,1,,21,1,,21,1,2,1,,,,2.0,2,,,,
M1,Tintare 1,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",phfDZ3p9QE5,2014-09-28T00:00:00Z,1,,24,1,,24,1,2,other,Flooded,,0.5,10.0,1,,,,
M3,Komle,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",6o1LRkbmmy9,2015-05-21T00:00:00Z,1,,45,1,,45,4,2,1,,,4.0,1.0,2,,,,
M1,Lakeside,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",gRQgL3UsPb6,2014-08-24T00:00:00Z,1,,56,1,,56,2,2,1,,,,120.0,1,,,,
M2,Groundnut Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",SAvMdkgq8K4,2014-12-31T00:00:00Z,1,,43,4,,,2,1,,,TTGB9mTmii8,2.0,,,2.2471,,,
M4,Apaaso 1,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",wtorB9F7hm5,2014-10-04T00:00:00Z,1,,24,1,,24,1,2,other,Road Flooded,,,120.0,1,,,,
M3,Groundnut farm,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",UNJbgF8rDE4,2014-09-25T00:00:00Z,1,,43,1,,43,2,2,2,,,4.8,150.0,1,,,,
M1,Kogyekezo,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",uCZDB9k9WmA,2015-04-01T00:00:00Z,1,,44,1,,44,3,1,,,gCBGjVSBSYB,0.81,30.0,1,2.3649,,,
M3,Beans Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",UmXMMFYwnL4,2014-09-28T00:00:00Z,1,,31,1,,31,1,1,,,rfudDegeyKB,,45.0,1,2.7813,,,
M3,Moo,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",UDYnaavH8U3,2015-02-17T00:00:00Z,1,,12,4,,,1,2,1,,,,60.0,1,,,,
M3,Namangupuu2,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",13sx7zZ45L7,2015-02-22T00:00:00Z,1,,15,4,,,1,1,,,yHnYgKFbN93,0.5,20.0,1,2.7,Nantogma3kn,,
M2,Diaresori 2,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",arUegScQDF9,2014-12-31T00:00:00Z,1,,11,4,,,4,2,2,,,,5.0,1,,,,
M1,Kpoketi,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",U18xstU8LR7,2015-05-27T00:00:00Z,1,,21,4,,,2,1,,,kYPhnJhGLB7,1.5,,,3.4138,Veronica 1nb,,
M1,Chief Cocomu,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",zbPhVbZ2hNA,2014-08-13T00:00:00Z,1,,56,1,,56,1,1,,,YRBy3Ki39b8,0.2,,,1.9,,,
M5,Nobi 2,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",4TD5PFFKHJ7,2014-09-13T00:00:00Z,1,,56,1,,56,1,1,,,JqhsZBiJNaA,,30.0,1,,,,
M4,Groundnut Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",eaQik5x8C35,2014-09-27T00:00:00Z,1,,43,1,,43,2,1,,,jhv9oWPtd8A,1.0,,,2.0898,517,,
M1,Safovrim,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",jqEwCxargT5,2014-09-13T00:00:00Z,1,,21,1,,21,2,1,,,VhE2PidCd9,5.0,,1,,,,
M3,Tanoso3,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",AZbZLMWXXU5,2014-09-03T00:00:00Z,1,,56,1,,56,5,2,1,,,3.5,,,,,,
M2,Tintare,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",3oYDbENAuo,2014-10-05T00:00:00Z,1,,11,1,,11,2,1,,,kr5fCLfUiAB,0.1,,,3.195,,,
M3,Paaso 3,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",GPMVX5tyrx4,2014-09-28T00:00:00Z,1,,24,1,,24,1,1,,,GU9rvNpzQf7,1.2,30.0,1,1.0061,,,
M1,Ahazule,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",o1aKSCrDRMB,2015-04-27T00:00:00Z,1,,45,1,,45,24,1,,,WxWDHALonr3,3.0,2.0,2,13.5268,Emitia 1sam,,
M3,Forest,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",uCZDB9k9WmA,2015-04-01T00:00:00Z,1,,45,1,,45,10,2,1,,,3.0,90.0,1,,,,
M2,Ankasa 2,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",SGWDY8X7yo4,2015-03-29T00:00:00Z,1,,56,1,,56,6,2,1,,,19.44,300.0,1,,,,
M3,Odumprele,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",GAwYHaSgWn8,2014-09-07T00:00:00Z,1,,21,1,,21,2,2,2,,,1.5,,,,,,
